Depth,Reeval_level,Time(s)
2,1,4.172724148258567
2,1,2.6088501010090113
2,1,1.3801525719463825
2,1,1.7430722825229168
2,1,1.5553957056254148
2,1,1.3505988474935293
2,1,1.737034248188138
2,1,0.9682351965457201
2,1,1.3384271077811718
2,1,1.3149714674800634
2,1,2.047580074518919
2,1,1.9960895832628012
2,1,1.3348024841398
2,1,2.322934463620186
2,1,1.2243817914277315
2,1,2.7571882642805576
2,1,2.3898032661527395
2,1,1.9558075033128262
2,1,1.083697596564889
2,1,1.7374562062323093
2,1,0.7726771701127291
2,1,1.3944358974695206
2,1,2.205557242035866
2,1,1.7884860690683126
2,1,1.1940130554139614
2,1,1.8825964760035276
2,1,1.503168348222971
2,1,2.208896653726697
2,1,1.0949532873928547
2,1,2.045164158567786
2,1,2.4605893455445766
2,1,1.8480748627334833
2,1,1.6865695659071207
2,1,1.9117384906858206
2,1,1.6480399128049612
2,1,1.437207592651248
2,1,1.3764702826738358
2,1,2.026021996513009
2,1,1.4133052974939346
2,1,0.983125664293766
2,1,0.6968608014285564
2,1,2.9003535956144333
2,1,2.1869525592774153
2,1,2.068312883377075
2,1,1.3483652360737324
2,1,2.5702865440398455
2,1,1.678634898737073
2,1,1.8797948509454727
2,1,1.327972337603569
2,1,1.8820625096559525
2,1,1.8523514736443758
2,1,2.1281003933399916
2,1,0.555830541998148
2,1,1.1165391188114882
2,1,0.8308292105793953
2,1,0.7487727981060743
2,1,0.5515288952738047
2,1,0.9362751953303814
2,1,0.7673959955573082
2,1,0.6071597468107939
2,1,0.9941072929650545
2,1,0.8822797741740942
2,1,0.7783807255327702
2,1,1.3202763479202986
2,1,0.6816724315285683
2,1,1.4845058415085077
2,1,0.6492587104439735
2,1,0.8136518765240908
2,1,0.8835453819483519
2,1,0.9693176224827766
2,1,1.244075896218419
2,1,1.1279807556420565
2,1,0.8888518419116735
2,1,1.5231682751327753
2,1,0.8273678384721279
2,1,1.5934902355074883
3,2,37.71400507539511
3,2,13.937894985079765
3,2,11.019917577505112
3,2,25.927323205396533
3,2,10.333874456584454
3,2,5.48709019459784
3,2,7.560170581564307
3,2,4.729875100776553
3,2,14.211240289732814
3,2,15.178411094471812
3,2,37.217228868976235
3,2,13.611794605851173
3,2,6.702909657731652
3,2,19.40935355424881
3,2,10.266979882493615
3,2,27.997041534632444
3,2,26.740721134468913
3,2,18.201665490865707
3,2,16.05025813356042
3,2,13.500752199441195
3,2,3.6530133839696646
3,2,13.493767231702805
3,2,22.676424875855446
3,2,13.300384543836117
3,2,16.981515871360898
3,2,24.246734339743853
3,2,14.411750769242644
3,2,10.004537621513009
3,2,4.977102050557733
3,2,15.413173250854015
3,2,13.134945148602128
3,2,17.141869423910975
3,2,11.520550860092044
3,2,12.48306661657989
3,2,22.23980786651373
3,2,9.221931744366884
3,2,11.598357658833265
