Depth,Reeval_level,N_best,percentage,percentage_epsilon,Time(s)
2,1,8,,,1.6685527320951223
2,1,8,,,1.8038534950464964
2,1,8,,,1.6813002303242683
2,1,8,,,1.1827007476240396
2,1,8,,,1.8112474046647549
2,1,8,,,1.6391155309975147
2,1,8,,,1.7006726786494255
2,1,8,,,1.133908087387681
2,1,8,,,1.805653253570199
2,1,8,,,1.8518735002726316
2,1,8,,,1.6710084695369005
2,1,8,,,1.5971767585724592
2,1,8,,,1.5479820687323809
2,1,8,,,1.830229464918375
2,1,8,,,1.545660749077797
2,1,8,,,1.8177055399864912
2,1,8,,,1.8236198779195547
2,1,8,,,1.7121553421020508
2,1,8,,,1.1897366270422935
2,1,8,,,0.9823410995304585
2,1,8,,,1.8293572347611189
2,1,8,,,1.4766684100031853
2,1,8,,,1.6074418760836124
2,1,8,,,1.5492574833333492
2,1,8,,,1.8514737393707037
2,1,8,,,1.8435398284345865
2,1,8,,,1.6309110280126333
2,1,8,,,1.878265343606472
2,1,8,,,1.5265266858041286
2,1,8,,,1.858133653178811
2,1,8,,,1.4689437076449394
2,1,8,,,0.881986828520894
2,1,8,,,1.2198332156985998
2,1,8,,,1.20888527110219
2,1,8,,,0.9217382948845625
2,1,8,,,0.9550340957939625
2,1,8,,,1.2215341441333294
2,1,8,,,0.9656034409999847
2,1,8,,,0.9606539029628038
2,1,8,,,1.1750317681580782
2,1,8,,,1.017751656472683
2,1,8,,,1.1214328706264496
2,1,8,,,0.9610898159444332
2,1,8,,,0.9652092680335045
2,1,8,,,1.1964377202093601
2,1,8,,,0.9513251036405563
2,1,8,,,0.9386911131441593
2,1,8,,,1.033874049782753
2,1,8,,,0.9493235480040312
2,1,8,,,1.4575454313308
2,1,8,,,0.965342815965414
2,1,8,,,0.9372183214873075
2,1,8,,,1.4020513109862804
2,1,8,,,1.0762183330953121
2,1,8,,,1.7970826532691717
2,1,9,,,3.4541369508951902
2,1,9,,,1.857229370623827
2,1,9,,,1.8674608059227467
2,1,9,,,1.61924116499722
2,1,9,,,1.5208366569131613
2,1,9,,,1.8538217041641474
2,1,9,,,1.8293339908123016
2,1,9,,,1.2205189131200314
2,1,9,,,1.817588834092021
2,1,9,,,1.241660112515092
2,1,9,,,1.8356195632368326
2,1,9,,,1.437132392078638
2,1,9,,,1.0988596975803375
2,1,9,,,1.6966195814311504
2,1,9,,,1.1365636587142944
2,1,9,,,1.8326276801526546
2,1,9,,,1.8441759087145329
2,1,9,,,1.8356655482202768
2,1,9,,,1.254607416689396
2,1,9,,,1.3040853887796402
2,1,9,,,0.9892958756536245
2,1,9,,,1.6600207705050707
2,1,9,,,1.824233764782548
2,1,9,,,1.6726216487586498
2,1,9,,,1.2509640660136938
2,1,9,,,1.8276905324310064
2,1,9,,,1.6533227879554033
2,1,9,,,1.7345786970108747
2,1,9,,,1.1741577554494143
2,1,9,,,1.8231510426849127
2,1,9,,,1.8729940857738256
2,1,9,,,1.6564164645969868
2,1,9,,,1.5793607905507088
2,1,9,,,1.499213756993413
2,1,9,,,1.8395103085786104
2,1,9,,,1.5086446590721607
2,1,9,,,1.8411873150616884
2,1,9,,,1.856898833066225
2,1,9,,,1.7116651684045792
2,1,9,,,1.2512916158884764
2,1,9,,,0.9624067954719067
2,1,9,,,1.811295060440898
2,1,9,,,1.479911932721734
2,1,9,,,1.5926647242158651
2,1,9,,,1.5198940988630056
2,1,9,,,1.8269082680344582
2,1,9,,,1.8521034270524979
2,1,9,,,1.6043814960867167
2,1,9,,,1.8221949078142643
2,1,9,,,1.4539747647941113
2,1,9,,,1.8324035480618477
2,1,9,,,1.4325848873704672
2,1,9,,,0.8629610501229763
2,1,9,,,1.2368148770183325
2,1,9,,,1.228515213355422
2,1,9,,,0.9492194931954145
2,1,9,,,0.9275187756866217
2,1,9,,,1.2296048365533352
2,1,9,,,0.9931950476020575
2,1,9,,,0.9156740996986628
2,1,9,,,1.2206637468189
2,1,9,,,1.0375883728265762
2,1,9,,,1.1308645196259022
2,1,9,,,0.9637886062264442
2,1,9,,,0.9497907795011997
2,1,9,,,1.228331670165062
2,1,9,,,0.9667703118175268
2,1,9,,,0.9614872336387634
2,1,9,,,1.0470789223909378
2,1,9,,,0.9762853160500526
2,1,9,,,1.4020818006247282
2,1,9,,,0.9980576038360596
2,1,9,,,0.9351840522140265
2,1,9,,,1.408960323780775
2,1,9,,,1.1181895192712545
2,1,9,,,1.7483716942369938
2,1,10,,,3.2595892008394003
2,1,10,,,1.8425133135169744
2,1,10,,,1.865065984427929
2,1,10,,,1.6884255707263947
2,1,10,,,1.4923161566257477
2,1,10,,,1.8073503114283085
2,1,10,,,1.8533733896911144
2,1,10,,,1.2619240954518318
2,1,10,,,1.8598542977124453
2,1,10,,,1.2665440924465656
2,1,10,,,1.8589402101933956
2,1,10,,,1.4622293505817652
2,1,10,,,1.1663327906280756
2,1,10,,,1.7632049787789583
2,1,10,,,1.2360799219459295
2,1,10,,,1.8987301364541054
2,1,10,,,1.8898467365652323
2,1,10,,,1.8435764499008656
2,1,10,,,1.2785080187022686
2,1,10,,,1.2759209610521793
2,1,10,,,1.0228441637009382
2,1,10,,,1.7334272619336843
2,1,10,,,1.8494896367192268
2,1,10,,,1.6668244320899248
2,1,10,,,1.2836488746106625
2,1,10,,,1.8445636127144098
2,1,10,,,1.6579335667192936
2,1,10,,,1.6780315693467855
2,1,10,,,1.188954260200262
2,1,10,,,1.8597474806010723
2,1,10,,,1.8722957391291857
2,1,10,,,1.6687987223267555
2,1,10,,,1.5463053081184626
2,1,10,,,1.4667271748185158
2,1,10,,,1.8269594367593527
2,1,10,,,1.4533983245491982
2,1,10,,,1.8417059630155563
2,1,10,,,1.8371522594243288
2,1,10,,,1.6971522383391857
2,1,10,,,1.2503397222608328
2,1,10,,,0.979180509224534
2,1,10,,,1.8458751048892736
2,1,10,,,1.4778221882879734
2,1,10,,,1.6725436374545097
2,1,10,,,1.4569127634167671
2,1,10,,,1.8593356646597385
2,1,10,,,1.8658661134541035
2,1,10,,,1.7019442711025476
2,1,10,,,1.8896693866699934
2,1,10,,,1.4457084480673075
2,1,10,,,1.870322735980153
2,1,10,,,1.3577970713377
2,1,10,,,0.8735969606786966
2,1,10,,,1.2802743222564459
2,1,10,,,1.291031314060092
2,1,10,,,0.904841223731637
2,1,10,,,0.9736794792115688
2,1,10,,,1.2681551650166512
2,1,10,,,0.9941671267151833
2,1,10,,,0.8961037248373032
2,1,10,,,1.2493928857147694
2,1,10,,,1.033350482583046
2,1,10,,,1.1819884572178125
2,1,10,,,1.0199280343949795
2,1,10,,,0.9652306158095598
2,1,10,,,1.2343064565211535
2,1,10,,,0.9374268278479576
2,1,10,,,0.9914270509034395
2,1,10,,,1.0818901602178812
2,1,10,,,0.9843988232314587
2,1,10,,,1.3602306824177504
2,1,10,,,0.9893672671169043
2,1,10,,,1.0142655055969954
2,1,10,,,1.3663770109415054
2,1,10,,,1.151388008147478
2,1,10,,,1.8242926727980375
2,1,,0.1,,3.0142413936555386
2,1,,0.1,,1.4300585556775331
2,1,,0.1,,1.3645227029919624
2,1,,0.1,,1.2419859431684017
2,1,,0.1,,1.3714748416095972
2,1,,0.1,,1.4551088158041239
2,1,,0.1,,1.3915478568524122
2,1,,0.1,,0.8064724635332823
2,1,,0.1,,1.373063227161765
2,1,,0.1,,0.7478699795901775
2,1,,0.1,,1.4326190762221813
2,1,,0.1,,0.9807149395346642
2,1,,0.1,,0.7893919851630926
2,1,,0.1,,1.4128808192908764
2,1,,0.1,,0.7228800561279058
2,1,,0.1,,1.430405905470252
2,1,,0.1,,1.4355755224823952
2,1,,0.1,,1.4237323515117168
2,1,,0.1,,0.763452673330903
2,1,,0.1,,1.1112791579216719
2,1,,0.1,,0.6854803301393986
2,1,,0.1,,1.4103467967361212
2,1,,0.1,,1.3978598527610302
2,1,,0.1,,1.3897934444248676
2,1,,0.1,,0.8132412564009428
2,1,,0.1,,1.4250363633036613
2,1,,0.1,,1.2001778818666935
2,1,,0.1,,1.3646705653518438
2,1,,0.1,,0.746786730363965
2,1,,0.1,,1.4679298754781485
2,1,,0.1,,1.3698994368314743
2,1,,0.1,,1.2943071704357862
2,1,,0.1,,1.4065607003867626
2,1,,0.1,,1.324046391993761
2,1,,0.1,,1.454348012804985
2,1,,0.1,,1.2886914797127247
2,1,,0.1,,1.4077111687511206
2,1,,0.1,,1.3810583408921957
2,1,,0.1,,1.3787145912647247
2,1,,0.1,,0.7226828001439571
2,1,,0.1,,0.6573802158236504
2,1,,0.1,,1.463874701410532
2,1,,0.1,,1.1870940122753382
2,1,,0.1,,1.222722139209509
2,1,,0.1,,1.299420665949583
2,1,,0.1,,1.4484445210546255
2,1,,0.1,,1.393040219321847
2,1,,0.1,,1.221842896193266
2,1,,0.1,,1.3979830015450716
2,1,,0.1,,1.1972875036299229
2,1,,0.1,,1.4141265787184238
2,1,,0.1,,1.3047446683049202
2,1,,0.1,,0.644607312977314
2,1,,0.1,,0.7549268379807472
2,1,,0.1,,0.7182635776698589
2,1,,0.1,,0.6494512539356947
2,1,,0.1,,0.6927313040941954
2,1,,0.1,,0.7591487895697355
2,1,,0.1,,0.7258198391646147
2,1,,0.1,,0.6230616848915815
2,1,,0.1,,0.7167371809482574
2,1,,0.1,,0.7450569272041321
2,1,,0.1,,0.6916884854435921
2,1,,0.1,,0.7533535324037075
2,1,,0.1,,0.6561454683542252
2,1,,0.1,,0.7248121034353971
2,1,,0.1,,0.6632085517048836
2,1,,0.1,,0.6741805393248796
2,1,,0.1,,0.6728139035403728
2,1,,0.1,,0.6697567291557789
2,1,,0.1,,1.2750970087945461
2,1,,0.1,,0.7158369198441505
2,1,,0.1,,0.679250705987215
2,1,,0.1,,1.0826443638652563
2,1,,0.1,,0.650163684040308
2,1,,0.1,,1.4222544636577368
2,1,,0.4,,3.6066502276808023
2,1,,0.4,,2.163244754076004
2,1,,0.4,,2.100933076813817
2,1,,0.4,,1.8897339198738337
2,1,,0.4,,1.5349813401699066
2,1,,0.4,,2.087560011073947
2,1,,0.4,,1.9830913171172142
2,1,,0.4,,1.365603705868125
2,1,,0.4,,2.0449757296591997
2,1,,0.4,,1.2345338612794876
2,1,,0.4,,2.144289953634143
2,1,,0.4,,1.583163207396865
2,1,,0.4,,1.2525789346545935
2,1,,0.4,,2.019866047427058
2,1,,0.4,,1.2061106357723475
2,1,,0.4,,2.14698501303792
2,1,,0.4,,2.038012934848666
2,1,,0.4,,2.0341595131903887
2,1,,0.4,,1.2795510720461607
2,1,,0.4,,1.2775518111884594
2,1,,0.4,,0.9944975282996893
2,1,,0.4,,2.0305239148437977
2,1,,0.4,,2.068795258179307
2,1,,0.4,,1.8005047850310802
2,1,,0.4,,1.3573492094874382
2,1,,0.4,,2.023467967286706
2,1,,0.4,,1.871264435350895
2,1,,0.4,,1.8797854334115982
2,1,,0.4,,1.2319638933986425
2,1,,0.4,,2.1771389693021774
2,1,,0.4,,2.0640832632780075
2,1,,0.4,,1.7710255049169064
2,1,,0.4,,1.6748383231461048
2,1,,0.4,,1.6232106424868107
2,1,,0.4,,2.2418183106929064
2,1,,0.4,,1.5398578103631735
2,1,,0.4,,1.984430093318224
2,1,,0.4,,2.0412831604480743
2,1,,0.4,,1.921682195737958
2,1,,0.4,,1.2619614601135254
2,1,,0.4,,0.9679901152849197
2,1,,0.4,,2.2458162643015385
2,1,,0.4,,1.874555418267846
2,1,,0.4,,1.7759757153689861
2,1,,0.4,,1.573442179709673
2,1,,0.4,,2.144047960639
2,1,,0.4,,2.0130415558815002
2,1,,0.4,,1.8066667206585407
2,1,,0.4,,2.0341160148382187
2,1,,0.4,,1.6400288473814726
2,1,,0.4,,2.0409946404397488
2,1,,0.4,,1.4665548391640186
2,1,,0.4,,0.7157460357993841
2,1,,0.4,,1.1688227858394384
2,1,,0.4,,1.245325619354844
2,1,,0.4,,0.7875055279582739
2,1,,0.4,,0.8438909873366356
2,1,,0.4,,1.340951206162572
2,1,,0.4,,0.9675109758973122
2,1,,0.4,,0.7106232345104218
2,1,,0.4,,1.1359603088349104
2,1,,0.4,,0.9563082382082939
2,1,,0.4,,1.17665371671319
2,1,,0.4,,1.0746886562556028
2,1,,0.4,,0.8447922673076391
2,1,,0.4,,1.2372915279120207
2,1,,0.4,,0.7734665218740702
2,1,,0.4,,0.8959214072674513
2,1,,0.4,,1.0412703435868025
2,1,,0.4,,0.9483119789510965
2,1,,0.4,,1.463712677359581
2,1,,0.4,,0.9963909704238176
2,1,,0.4,,0.9153813719749451
2,1,,0.4,,1.4270614441484213
2,1,,0.4,,0.9041758570820093
2,1,,0.4,,2.1292437445372343
2,1,,0.2,,3.045576410368085
2,1,,0.2,,1.6674946136772633
2,1,,0.2,,1.5414848010987043
2,1,,0.2,,1.473195806145668
2,1,,0.2,,1.3520441893488169
2,1,,0.2,,1.6641187630593777
2,1,,0.2,,1.523023271933198
2,1,,0.2,,0.9228457491844893
2,1,,0.2,,1.626959890127182
2,1,,0.2,,0.9130926690995693
2,1,,0.2,,1.6657169070094824
2,1,,0.2,,1.182761574164033
2,1,,0.2,,0.8925552684813738
2,1,,0.2,,1.5649755001068115
2,1,,0.2,,0.8692213818430901
2,1,,0.2,,1.672240586951375
2,1,,0.2,,1.597644042223692
2,1,,0.2,,1.6554845478385687
2,1,,0.2,,0.9441952519118786
2,1,,0.2,,1.1749662682414055
2,1,,0.2,,0.7630094550549984
2,1,,0.2,,1.60024943202734
2,1,,0.2,,1.6302622966468334
2,1,,0.2,,1.4574165605008602
2,1,,0.2,,0.944779934361577
2,1,,0.2,,1.600526137277484
2,1,,0.2,,1.4105084966868162
2,1,,0.2,,1.5101005379110575
2,1,,0.2,,0.8669039458036423
2,1,,0.2,,1.6860302817076445
2,1,,0.2,,1.6568922773003578
2,1,,0.2,,1.4615737553685904
2,1,,0.2,,1.4991388134658337
2,1,,0.2,,1.4380844794213772
2,1,,0.2,,1.7629794236272573
2,1,,0.2,,1.4055327102541924
2,1,,0.2,,1.6133359633386135
2,1,,0.2,,1.6545130126178265
2,1,,0.2,,1.5050393510609865
2,1,,0.2,,0.9296170435845852
2,1,,0.2,,0.7581656668335199
2,1,,0.2,,1.767802594229579
2,1,,0.2,,1.4336897116154432
2,1,,0.2,,1.3967057708650827
2,1,,0.2,,1.408157479017973
2,1,,0.2,,1.715670259669423
2,1,,0.2,,1.6214581169188023
2,1,,0.2,,1.4417944308370352
2,1,,0.2,,1.6591184884309769
2,1,,0.2,,1.3471774645149708
2,1,,0.2,,1.6901206485927105
2,1,,0.2,,1.3506360203027725
2,1,,0.2,,0.6870583407580853
2,1,,0.2,,0.9469402749091387
2,1,,0.2,,0.9746314771473408
2,1,,0.2,,0.6844268571585417
2,1,,0.2,,0.7492747846990824
2,1,,0.2,,0.9502570889890194
2,1,,0.2,,0.7638709209859371
2,1,,0.2,,0.651869872584939
2,1,,0.2,,0.8425794746726751
2,1,,0.2,,0.7866730075329542
2,1,,0.2,,0.8721306417137384
2,1,,0.2,,0.8077391274273396
2,1,,0.2,,0.7109813764691353
2,1,,0.2,,0.893766637891531
2,1,,0.2,,0.6192965656518936
2,1,,0.2,,0.760481882840395
2,1,,0.2,,0.7898709028959274
2,1,,0.2,,0.7387393992394209
2,1,,0.2,,1.3536407239735126
2,1,,0.2,,0.7493949830532074
2,1,,0.2,,0.7639853991568089
2,1,,0.2,,1.1878461111336946
2,1,,0.2,,0.7179862782359123
2,1,,0.2,,1.640897998586297
2,1,,0.3,,3.294820923358202
2,1,,0.3,,1.8758471570909023
2,1,,0.3,,1.7614128962159157
2,1,,0.3,,1.6782405134290457
2,1,,0.3,,1.4402611590921879
2,1,,0.3,,1.8715793006122112
2,1,,0.3,,1.7280828393995762
2,1,,0.3,,1.2079566027969122
2,1,,0.3,,1.7609434854239225
2,1,,0.3,,1.0190670304000378
2,1,,0.3,,1.8976528886705637
2,1,,0.3,,1.3372616283595562
2,1,,0.3,,1.0873370617628098
2,1,,0.3,,1.7726867366582155
2,1,,0.3,,1.0466280728578568
2,1,,0.3,,1.8895145673304796
2,1,,0.3,,1.823357144370675
2,1,,0.3,,1.826704191043973
2,1,,0.3,,1.0735363997519016
2,1,,0.3,,1.2781980596482754
2,1,,0.3,,0.8944631759077311
2,1,,0.3,,1.8160096853971481
2,1,,0.3,,1.8590741567313671
2,1,,0.3,,1.6304328087717295
2,1,,0.3,,1.1507344953715801
2,1,,0.3,,1.8133340924978256
2,1,,0.3,,1.5871275961399078
2,1,,0.3,,1.6965675242245197
2,1,,0.3,,1.0407570526003838
2,1,,0.3,,1.927107010036707
2,1,,0.3,,1.8682577889412642
2,1,,0.3,,1.6842939928174019
2,1,,0.3,,1.6437423788011074
2,1,,0.3,,1.5131572876125574
2,1,,0.3,,1.9584246836602688
2,1,,0.3,,1.443470787256956
2,1,,0.3,,1.8603412043303251
2,1,,0.3,,1.8402571603655815
2,1,,0.3,,1.6717859786003828
2,1,,0.3,,1.0969262830913067
2,1,,0.3,,0.8412824925035238
2,1,,0.3,,1.9869425632059574
2,1,,0.3,,1.6329978946596384
2,1,,0.3,,1.5728423278778791
2,1,,0.3,,1.4493960291147232
2,1,,0.3,,1.9306521005928516
2,1,,0.3,,1.8526599872857332
2,1,,0.3,,1.6430957447737455
2,1,,0.3,,1.8758766204118729
2,1,,0.3,,1.4949024878442287
2,1,,0.3,,1.851446332409978
2,1,,0.3,,1.4391922820359468
2,1,,0.3,,0.6678161676973104
2,1,,0.3,,1.1549514848738909
2,1,,0.3,,1.0757894646376371
2,1,,0.3,,0.7066329810768366
2,1,,0.3,,0.7818477861583233
2,1,,0.3,,1.1217570677399635
2,1,,0.3,,0.842534027993679
2,1,,0.3,,0.7234230022877455
2,1,,0.3,,1.0197797901928425
2,1,,0.3,,0.8657544609159231
2,1,,0.3,,0.9987531565129757
2,1,,0.3,,0.9621373694390059
2,1,,0.3,,0.7856442257761955
2,1,,0.3,,1.0864038709551096
2,1,,0.3,,0.7319682408124208
2,1,,0.3,,0.8520687501877546
2,1,,0.3,,0.8787097372114658
2,1,,0.3,,0.8154034055769444
2,1,,0.3,,1.4274758119136095
2,1,,0.3,,0.8548164423555136
2,1,,0.3,,0.8224276974797249
2,1,,0.3,,1.2875373139977455
2,1,,0.3,,0.8104311246424913
2,1,,0.3,,1.8663806598633528
2,1,,0.5,,3.792051997035742
2,1,,0.5,,2.355239164084196
2,1,,0.5,,2.1822895277291536
2,1,,0.5,,2.1134666185826063
2,1,,0.5,,1.709379579871893
2,1,,0.5,,2.183980891481042
2,1,,0.5,,2.124784467741847
2,1,,0.5,,1.54066295735538
2,1,,0.5,,2.2369991187006235
2,1,,0.5,,1.3837252520024776
2,1,,0.5,,2.300401898100972
2,1,,0.5,,1.7498862035572529
2,1,,0.5,,1.4082315992563963
2,1,,0.5,,2.232182638719678
2,1,,0.5,,1.3316533006727695
2,1,,0.5,,2.417101811617613
2,1,,0.5,,2.214713515713811
2,1,,0.5,,2.2542503383010626
2,1,,0.5,,1.3647745121270418
2,1,,0.5,,1.363540569320321
2,1,,0.5,,1.1437118276953697
2,1,,0.5,,2.2642488349229097
2,1,,0.5,,2.2929976992309093
2,1,,0.5,,1.9242638163268566
2,1,,0.5,,1.5360626429319382
2,1,,0.5,,2.2436031941324472
2,1,,0.5,,2.0322813410311937
